sku_or_id,title,brand,category,price,availability,availability_bucket,n_images,desc_len,source_url,image_url
72399685,Sofa Cover,,General Merchandise,509,,No live offer,14,289,https://www.takealot.com/sofa-cover/PLID72399685,https://media.takealot.com/covers_images/e424f744a1ba45e6b5864d9362ffe190/s-pdpxl.file
73092903,Ryobi Mitre Saw Sliding Compund with Laser Light,Ryobi,Home & Kitchen,3999,In stock,In stock (fast),1,383,https://www.takealot.com/ryobi-mitre-saw-sliding-compund-with-laser-light/PLID73092903,https://media.takealot.com/covers_images/9cf6aebc045c432d8de95571c2687183/s-pdpxl.file
101043704,"3-in-1 Hot Air Brush: Professional Hair Straightener, Styler & Dryer",,Beauty & Health,658,Ships in 14 - 16 work days,Lead time (imported),10,260,https://www.takealot.com/3-in-1-hot-air-brush-professional-hair-straightener-styler-dryer/PLID101043704,https://media.takealot.com/covers_images/a6335352cac44a6993a23d47fe533871/s-pdpxl.file
99274101,Round Braided Placemats Set of 6 Table Mats 15 Inch(Beige),,Home & Kitchen,358,Ships in 14 - 16 work days,Lead time (imported),9,1009,https://www.takealot.com/round-braided-placemats-set-of-6-table-mats-15-inch-beige/PLID99274101,https://media.takealot.com/covers_images/8fb31d9b947e402e81df02a8a54238cc/s-pdpxl.file
99517646,AEH70227 Gold U-Shaped Women's Earrings,,General Merchandise,328,Ships in 14 - 16 work days,Lead time (imported),5,696,https://www.takealot.com/aeh70227-gold-u-shaped-women-s-earrings/PLID99517646,https://media.takealot.com/covers_images/fba9855f3d574a6dbffab7fa15d87738/s-pdpxl.file
91126248,High Quality Fabric Ace Duvet Covet Set,,Home & Kitchen,279,,No live offer,1,596,https://www.takealot.com/high-quality-fabric-ace-duvet-covet-set/PLID91126248,https://media.takealot.com/covers_images/8566c55026ca4b7b9334850e93b6c1cd/s-pdpxl.file
44077280,Bulk Pack 4x Biscuit-Maker Metal Size:08,,General Merchandise,728,Ships in 4 - 6 work days,Lead time (imported),1,63,https://www.takealot.com/bulk-pack-4x-biscuit-maker-metal-size-08/PLID44077280,https://media.takealot.com/covers_tsins/46907258/46907258-pdpxl.jpg
101459743,M3x45mm Stainless Steel Flanged Button Head Socket Cap Screws 50Pcs,,Fashion,296,Ships in 14 - 16 work days,Lead time (imported),5,810,https://www.takealot.com/m3x45mm-stainless-steel-flanged-button-head-socket-cap-screws-50/PLID101459743,https://media.takealot.com/covers_images/4a3a9a3314c949239ef129d3a05b6bbf/s-pdpxl.file
99155124,Olivera Complexion Unifying Body Cream,Olivera,Beauty & Health,199,In stock,In stock (fast),5,1031,https://www.takealot.com/olivera-complexion-unifying-body-cream/PLID99155124,https://media.takealot.com/covers_images/01389e86e75144c181c6d0fe4a346f7e/s-pdpxl.file
100969286,60M Waterproof LED Light,,Home & Kitchen,573,Ships in 14 - 16 work days,Lead time (imported),5,5134,https://www.takealot.com/60m-waterproof-led-light/PLID100969286,https://media.takealot.com/covers_images/305d45a9714e4878a761b6d27c8b0b5d/s-pdpxl.file
102005712,Heavy-Duty Fixed LED TV Wall Bracket Low Profile Design for Home Office,,Electronics,443,Ships in 14 - 16 work days,Lead time (imported),9,986,https://www.takealot.com/heavy-duty-fixed-led-tv-wall-bracket-low-profile-design-for-home/PLID102005712,https://media.takealot.com/covers_images/e3b464055ff748d6b70b003f9161b75d/s-pdpxl.file
91294611,K-Brand - Bend Galv M/F 32mm,,General Merchandise,153,Ships in 4 - 6 work days,Lead time (imported),1,79,https://www.takealot.com/k-brand-bend-galv-m-f-32mm/PLID91294611,https://media.takealot.com/covers_images/888e471bf13b487eb4019bb595af754d/s-pdpxl.file
94671209,Smte - Elite New Dec Hard Outer Shell Luggage With Smte Bag Tag - 3 Piece,,Fashion,1799,,No live offer,23,1146,https://www.takealot.com/smte-elite-new-dec-hard-outer-shell-luggage-with-smte-bag-tag-3-/PLID94671209,https://media.takealot.com/covers_images/7dfde1e2f8db4ed3a2c0b0796f1b57db/s-pdpxl.file
96200657,420-800mm f/8.3 Super Telephoto Lens with T-Mount compatible with Canon EOS DSLR,,General Merchandise,1698,In stock,In stock (fast),9,1363,https://www.takealot.com/420-800mm-f-8-3-super-telephoto-lens-with-t-mount-compatible-wit/PLID96200657,https://media.takealot.com/covers_images/0a80e08a638440b383fb265a5739e49b/s-pdpxl.file
101250399,Trail Running Marathon Backpack Lightweight Outdoor Sports Rucksack,,Sport & Outdoor,427,,No live offer,15,956,https://www.takealot.com/trail-running-marathon-backpack-lightweight-outdoor-sports-rucks/PLID101250399,https://media.takealot.com/covers_images/d4d5893044da457684cdc4bfa8a5bced/s-pdpxl.file
101012825,Rear View Backup Parking Camera for Toyota Hilux Compatible with Universal,,Electronics,717,Ships in 14 - 16 work days,Lead time (imported),6,509,https://www.takealot.com/rear-view-backup-parking-camera-for-toyota-hilux-compatible-with/PLID101012825,https://media.takealot.com/covers_images/65228e0f713041dfaf2f9dc7aa126755/s-pdpxl.file
96618582,Rechargeable Table Lamp with Temperature Date Time Number Display,,Home & Kitchen,345,Ships in 14 - 16 work days,Lead time (imported),6,1286,https://www.takealot.com/rechargeable-table-lamp-with-temperature-date-time-number-displa/PLID96618582,https://media.takealot.com/covers_images/554b0ee471c74803856829413894572c/s-pdpxl.file
92650111,2x Chisisi Velvet Dining Chair With Ring,,Home & Kitchen,5240,Ships in 5 - 7 work days,Lead time (imported),3,331,https://www.takealot.com/2x-chisisi-velvet-dining-chair-with-ring/PLID92650111,https://media.takealot.com/covers_images/4528c31086f3468da2f6cc7534c34c5a/s-pdpxl.file
100890825,Oil Cooler for 3 Series E90 E91 E92 E93 1 Series Compatible with Bmw,,Sport & Outdoor,1215,Ships in 14 - 16 work days,Lead time (imported),9,608,https://www.takealot.com/oil-cooler-for-3-series-e90-e91-e92-e93-1-series-compatible-with/PLID100890825,https://media.takealot.com/covers_images/276746fb33694872afa345880d6ebe44/s-pdpxl.file
95731698,Universal Adjustable Fan-Shaped Fountain Nozzle ( 6 Points),,Home & Kitchen,209,Ships in 14 - 16 work days,Lead time (imported),7,433,https://www.takealot.com/universal-adjustable-fan-shaped-fountain-nozzle-6-points/PLID95731698,https://media.takealot.com/covers_images/65ae61d3d1e74138b14456a73fe2ec12/s-pdpxl.file
102005703,Portable ABS Microphone Logo Flag Station Creative Square Design,,Electronics,399,Ships in 14 - 16 work days,Lead time (imported),9,657,https://www.takealot.com/portable-abs-microphone-logo-flag-station-creative-square-design/PLID102005703,https://media.takealot.com/covers_images/6cb4857258374799bfe6204bdfc5c433/s-pdpxl.file
90381863,Wooden Leg Chair - Black,,Home & Kitchen,528,In stock,In stock (fast),1,239,https://www.takealot.com/wooden-leg-chair-black/PLID90381863,https://media.takealot.com/covers_images/895f991aae004984809f70fcfbcae0b9/s-pdpxl.file
92806892,New Bar Adjustable  Bar Stools - Set Of 2,,Home & Kitchen,1431,,No live offer,3,686,https://www.takealot.com/new-bar-adjustable-bar-stools-set-of-2/PLID92806892,https://media.takealot.com/covers_images/6dcbabb977d440f394d3fcef29134e47/s-pdpxl.file
93069065,Tetley Mango flavoured Green tea with Vitamin B5 - 20 tagless teabags,Tetley,Beauty & Health,25,In stock,In stock (fast),2,1078,https://www.takealot.com/tetley-mango-flavoured-green-tea-with-vitamin-b5-20-tagless-teab/PLID93069065,https://media.takealot.com/covers_images/1c35984ebe2b4f698b58579d1d9c2d07/s-pdpxl.file
92549757,Travel Toothbrush Holder Cup,,Home & Kitchen,82,,No live offer,6,1461,https://www.takealot.com/travel-toothbrush-holder-cup/PLID92549757,https://media.takealot.com/covers_images/b16746f7339247c28ea339288dd1b694/s-pdpxl.file
99421322,Portable Baby Rocker Electric Baby Bouncer Gently Rocks for Stroller & Pram,,Baby & Kids,626,Ships in 14 - 16 work days,Lead time (imported),7,948,https://www.takealot.com/portable-baby-rocker-electric-baby-bouncer-gently-rocks-for-stro/PLID99421322,https://media.takealot.com/covers_images/d17e522bbabb4d3a88bb394d708a9835/s-pdpxl.file
101459301,CDP 2016R Diagnostic Scanner Tool for Car Truck Code Reader,,Automotive,766,Ships in 14 - 16 work days,Lead time (imported),5,1043,https://www.takealot.com/cdp-2016r-diagnostic-scanner-tool-for-car-truck-code-reader/PLID101459301,https://media.takealot.com/covers_images/c315282453b94a2db11f1d82a4862414/s-pdpxl.file
102005907,Furry Lavalier Microphone Windscreen Filter Covers for Outdoor Audio,,Electronics,319,Ships in 14 - 16 work days,Lead time (imported),9,845,https://www.takealot.com/furry-lavalier-microphone-windscreen-filter-covers-for-outdoor-a/PLID102005907,https://media.takealot.com/covers_images/c198dc384871499cba675b7ae278e23e/s-pdpxl.file
93970450,HiLook 24 Port Fast Ethernet Unmanaged POE Switch,HiLook,General Merchandise,2895,Ships in 4 - 6 work days,Lead time (imported),4,855,https://www.takealot.com/hilook-24-port-fast-ethernet-unmanaged-poe-switch/PLID93970450,https://media.takealot.com/covers_images/9fa4a59612e84e0cbe40081927b61abf/s-pdpxl.file
90353356,Emjay Poly Female End Cap 1-1/2 Inch Bsp (40mm),EMJAY,Fashion,131,Ships in 5 - 7 work days,Lead time (imported),1,485,https://www.takealot.com/emjay-poly-female-end-cap-1-1-2-inch-bsp-40mm/PLID90353356,https://media.takealot.com/covers_images/2bb50131c071474c862f86c2ad981393/s-pdpxl.file
101003676,Live streaming kit with fill light,,Home & Kitchen,373,Ships in 14 - 16 work days,Lead time (imported),5,2196,https://www.takealot.com/live-streaming-kit-with-fill-light/PLID101003676,https://media.takealot.com/covers_images/45dd89c8dc1449dc9810347d199b3614/s-pdpxl.file
69346549,2-Pin Schuko to 16A 3-Pin Adaptor (FIVE PACK): EUR-SCH 5 Pack,,General Merchandise,98,In stock,In stock (fast),6,660,https://www.takealot.com/2-pin-schuko-to-16a-3-pin-adaptor-five-pack-eur-sch-5-pack/PLID69346549,https://media.takealot.com/covers_images/9a0b9e15a1d34c5dafd1109e352628cc/s-pdpxl.file
101003231,9432601509 Transmission Gear Shift Knob Compatible with Mercedes-Benz,,General Merchandise,793,Ships in 14 - 16 work days,Lead time (imported),7,1001,https://www.takealot.com/9432601509-transmission-gear-shift-knob-compatible-with-mercedes/PLID101003231,https://media.takealot.com/covers_images/197cfac63f604b338cab7557867b4fd6/s-pdpxl.file
101117033,"Small 7"" White Digital Frame - Minimalist Style",,General Merchandise,1119,Ships in 14 - 16 work days,Lead time (imported),5,1497,https://www.takealot.com/small-7-white-digital-frame-minimalist-style/PLID101117033,https://media.takealot.com/covers_images/a9e514799d204696989fa725981ba087/s-pdpxl.file
91224027,Kaufmann - Butt Hinge Steel 100mm Self Colour (Pair) - 3 Pack,Kaufmann,General Merchandise,199,Ships in 4 - 6 work days,Lead time (imported),1,127,https://www.takealot.com/kaufmann-butt-hinge-steel-100mm-self-colour-pair-3-pack/PLID91224027,https://media.takealot.com/covers_images/f0a43b0c66884184b7ec2516b70ede59/s-pdpxl.file
90036327,200cm by 150cm - Modern 3D Design Area 28 Rug & Complementary IYWA Tieback,IYWA,General Merchandise,353,Ships in 5 - 7 work days,Lead time (imported),4,1079,https://www.takealot.com/200cm-by-150cm-modern-3d-design-area-28-rug-complementary-iywa-t/PLID90036327,https://media.takealot.com/covers_images/66044ef832a14c508dbbb36af822e484/s-pdpxl.file
54533482,Set Of 15 Piece Stainless Steel Cookware,,Home & Kitchen,589,In stock,In stock (fast),5,808,https://www.takealot.com/set-of-15-piece-stainless-steel-cookware/PLID54533482,https://media.takealot.com/covers_tsins/57567786/57567786-1-pdpxl.jpeg
102120198,Cordless Hair Straightener Brush with LCD Display White,,Beauty & Health,319,Ships in 14 - 16 work days,Lead time (imported),8,714,https://www.takealot.com/cordless-hair-straightener-brush-with-lcd-display-white/PLID102120198,https://media.takealot.com/covers_images/dcc8221af29f4f079bf18a9a874db4fd/s-pdpxl.file
95161624,Unbreakable Travel Luggage 3 Piece Suitcases Spinner,,General Merchandise,1599,,No live offer,18,1684,https://www.takealot.com/unbreakable-travel-luggage-3-piece-suitcases-spinner/PLID95161624,https://media.takealot.com/covers_images/5d8de031bb594541932ca943be6d8863/s-pdpxl.file
91296301,Kaufmann - Tape Measure Fibre Glass 20M,Kaufmann,Tools & DIY,234,Ships in 4 - 6 work days,Lead time (imported),1,101,https://www.takealot.com/kaufmann-tape-measure-fibre-glass-20m/PLID91296301,https://media.takealot.com/covers_images/f1bb3a92472e40fd8549ce6a1f37cf8b/s-pdpxl.file
72613938,"Seagate Skyhawk Surveillance 4TB 3.5"" Hard Drive",Seagate,Electronics,3785,In stock,In stock (fast),5,1390,https://www.takealot.com/seagate-skyhawk-surveillance-4tb-3-5-hard-drive/PLID72613938,https://media.takealot.com/covers_images/e3fb8e13a8ab40b78047170a04e94b42/s-pdpxl.file
100265044,2 Pcs Wf10X Eyepiece Optical Lens Wide Angle 23 2Mm Mounting Size,,General Merchandise,841,Ships in 14 - 16 work days,Lead time (imported),7,1150,https://www.takealot.com/2-pcs-wf10x-eyepiece-optical-lens-wide-angle-23-2mm-mounting-siz/PLID100265044,https://media.takealot.com/covers_images/6bef568921194e4998e9e4bbfc41fcf3/s-pdpxl.file
102005800,Adjustable Microphone Arm Clips Corrosion Resistant Durable Rack Adapter,,Electronics,411,Ships in 14 - 16 work days,Lead time (imported),9,812,https://www.takealot.com/adjustable-microphone-arm-clips-corrosion-resistant-durable-rack/PLID102005800,https://media.takealot.com/covers_images/77ed50a0dda04a5f886cb80ff7b169e5/s-pdpxl.file
91273809,Wirquin - Toilet Seat H-1 S/S Hng White(1.7 kg),Wirquin,General Merchandise,1132,Ships in 4 - 6 work days,Lead time (imported),1,117,https://www.takealot.com/wirquin-toilet-seat-h-1-s-s-hng-white-1-7-kg/PLID91273809,https://media.takealot.com/covers_images/6352baf39b7a4fd0b133cf3871751664/s-pdpxl.file
73912627,Seamless Front Buckle Posture Support Bra,,General Merchandise,313,,No live offer,9,1137,https://www.takealot.com/seamless-front-buckle-posture-support-bra/PLID73912627,https://media.takealot.com/covers_images/5e8b3c9b60ef4c6f83e6b03d7f5bcdd1/s-pdpxl.file
95890129,Waterproof Backpack Beach Backpack Travel Bag Comfortable Dry Bag Outdoor,,Home & Kitchen,399,,No live offer,10,2962,https://www.takealot.com/waterproof-backpack-beach-backpack-travel-bag-comfortable-dry-ba/PLID95890129,https://media.takealot.com/covers_images/b5886eac7dfb45f4b2b5615861ecb82e/s-pdpxl.file
98940336,Micro Conversion HDMI to HDMI HD Video Braided Net Computer Connection Acce,,Electronics,531,Ships in 14 - 16 work days,Lead time (imported),4,1056,https://www.takealot.com/micro-conversion-hdmi-to-hdmi-hd-video-braided-net-computer-conn/PLID98940336,https://media.takealot.com/covers_images/e80be6eb0ee544139e4e13973641a716/s-pdpxl.file
100743645,Insulated Lunch Box,,General Merchandise,721,,No live offer,5,1976,https://www.takealot.com/insulated-lunch-box/PLID100743645,https://media.takealot.com/covers_images/6abb5e5655034b8bb6c54c3e9dad1a25/s-pdpxl.file
90424858,Rugs Fluffy Carpets Grey Mix,,Pet Supplies,181,Ships in 5 - 7 work days,Lead time (imported),2,417,https://www.takealot.com/rugs-fluffy-carpets-grey-mix/PLID90424858,https://media.takealot.com/covers_images/121af19c384146a5a3b844e054b7389e/s-pdpxl.file
101392451,4-Tier Telescopic Clothes Hanger - Foldable No-Mark Clothes Organizer,,Home & Kitchen,674,Supplier out of stock,Other,7,685,https://www.takealot.com/4-tier-telescopic-clothes-hanger-foldable-no-mark-clothes-organi/PLID101392451,https://media.takealot.com/covers_images/4b1fc47809cf4a258587ec7945a312f4/s-pdpxl.file
73151669,5 Piece Quilt Set Heart Bedspread Set,Abitoffaith,General Merchandise,489,Ships in 5 - 7 work days,Lead time (imported),1,1302,https://www.takealot.com/5-piece-quilt-set-heart-bedspread-set/PLID73151669,https://media.takealot.com/covers_images/f214b4a3b651446f9b3b5b20c3879bb9/s-pdpxl.file
100883864,Shaver Head for S5000 S5370 S5571 S5420 S5140 S5078 -Black,,Beauty & Health,343,Ships in 14 - 16 work days,Lead time (imported),6,607,https://www.takealot.com/shaver-head-for-s5000-s5370-s5571-s5420-s5140-s5078-black/PLID100883864,https://media.takealot.com/covers_images/18c66d7bcd774b48b4ec65e6b920fb73/s-pdpxl.file
97468078,Canvas Wall Art Decor - Nguni Cows,,Home & Kitchen,603,,No live offer,5,989,https://www.takealot.com/canvas-wall-art-decor-nguni-cows/PLID97468078,https://media.takealot.com/covers_images/5a3c2b7236b24153b0b313cf207ad011/s-pdpxl.file
98309426,"Sous-Vide Machine Immersion Circulator Precision Cooker, Waterproof, Black",,General Merchandise,1076,In stock,In stock (fast),6,1707,https://www.takealot.com/sous-vide-machine-immersion-circulator-precision-cooker-waterpro/PLID98309426,https://media.takealot.com/covers_images/9349468c71b14ebc87459010a1cb3e69/s-pdpxl.file
102108631,Firming Body Oil for Chest Skin Care 30ml,,General Merchandise,270,Ships in 14 - 16 work days,Lead time (imported),6,792,https://www.takealot.com/firming-body-oil-for-chest-skin-care-30ml/PLID102108631,https://media.takealot.com/covers_images/9ac515bbebdb4af898f4fa2323299d63/s-pdpxl.file
91292676,Stand Pipe Galv 80X300mm,,General Merchandise,222,Ships in 5 - 7 work days,Lead time (imported),1,71,https://www.takealot.com/stand-pipe-galv-80x300mm/PLID91292676,https://media.takealot.com/covers_images/fe440e0e56b94cf0acd9f9642f8192ab/s-pdpxl.file
97131505,Sterling Silver Luminous Butterfly Light Up Necklace - Silver,,Home & Kitchen,292,Ships in 14 - 16 work days,Lead time (imported),8,1348,https://www.takealot.com/sterling-silver-luminous-butterfly-light-up-necklace-silver/PLID97131505,https://media.takealot.com/covers_images/60547c3bcf8343e39bb98da5d8af6c2e/s-pdpxl.file
71503169,Seagate LaCie STHA14000800 D2 Professional; 14TB,LaCie,General Merchandise,11799,Ships in 4 - 6 work days,Lead time (imported),1,176,https://www.takealot.com/seagate-lacie-stha14000800-d2-professional-14tb/PLID71503169,https://media.takealot.com/covers_images/4172799d95074447966d5ab73c91566e/s-pdpxl.file
101869456,Manual Trigger Point Back Massager for Neck Pain Relief,,Beauty & Health,850,Ships in 14 - 16 work days,Lead time (imported),7,922,https://www.takealot.com/manual-trigger-point-back-massager-for-neck-pain-relief/PLID101869456,https://media.takealot.com/covers_images/cab4c80ae99c4642af7cb63ca976c24e/s-pdpxl.file
94380431,Navi Chaise Tufted Sofa Accent Chair,,Home & Kitchen,3300,,No live offer,8,792,https://www.takealot.com/navi-chaise-tufted-sofa-accent-chair/PLID94380431,https://media.takealot.com/covers_images/037a15e8995f4dd987d84df1d24da749/s-pdpxl.file
90186157,Cricut Joy Smart Iron-On 14x60cm (Red),Cricut,Home & Kitchen,243,Ships in 4 - 6 work days,Lead time (imported),1,588,https://www.takealot.com/cricut-joy-smart-iron-on-14x60cm-red/PLID90186157,https://media.takealot.com/covers_images/05ef2367b2964a28885a21f6e9251a23/s-pdpxl.file
51977778,DELL KB216 USB Multimedia Keyboard,Dell,Electronics,310,In stock,In stock (fast),5,1328,https://www.takealot.com/dell-kb216-usb-multimedia-keyboard/PLID51977778,https://media.takealot.com/covers_tsins/54902231/5397063704439-1-pdpxl.jpg
100792072,9 Way Multi Plug Adapter with Switches,,Electronics,229,Ships in 3 - 5 work days,Lead time (imported),3,1453,https://www.takealot.com/9-way-multi-plug-adapter-with-switches/PLID100792072,https://media.takealot.com/covers_images/b8e4d40d42414c958064aac7bcae6791/s-pdpxl.file
33052150,Transcend Card Reader - RDF5K - SD and MicroSD USB3.0 Memory Card Reader,Transcend,Electronics,239,Ships in 4 - 6 work days,Lead time (imported),5,1814,https://www.takealot.com/transcend-card-reader-rdf5k-sd-and-microsd-usb3-0-memory-card-re/PLID33052150,https://media.takealot.com/covers_images/8a232e13e0eb406580026f85d2d032d3/s-pdpxl.file
98963335,3 piece Luggage Set- Travel Partner - Strong and Durable,Begin Again,General Merchandise,1399,,No live offer,48,1445,https://www.takealot.com/3-piece-luggage-set-travel-partner-strong-and-durable/PLID98963335,https://media.takealot.com/covers_images/cb1bc4b007524202912a9393825b743f/s-pdpxl.file
100794358,For FDQT26GE6 DC9.75V Refrigerator Freezer,,General Merchandise,691,Ships in 14 - 16 work days,Lead time (imported),7,385,https://www.takealot.com/for-fdqt26ge6-dc9-75v-refrigerator-freezer/PLID100794358,https://media.takealot.com/covers_images/bd198033f6644e819d1f8515e47cf963/s-pdpxl.file
73158510,Olitalia - Blended Sunflower & EV Oil 5L,Olitalia,General Merchandise,675,Ships in 4 - 6 work days,Lead time (imported),1,92,https://www.takealot.com/olitalia-blended-sunflower-ev-oil-5l/PLID73158510,https://media.takealot.com/covers_images/961a53a9f55a4e78806a9978da2e75b5/s-pdpxl.file
97504796,Cute and Stylish Kitt clogs Accessories - 10 Pack,,General Merchandise,178,Ships in 14 - 16 work days,Lead time (imported),5,250,https://www.takealot.com/cute-and-stylish-kitt-clogs-accessories-10-pack/PLID97504796,https://media.takealot.com/covers_images/975774b5277a4530b4aa6557f41f52b4/s-pdpxl.file
91295542,Flash Harry - One Shot &10M Kit Red 5L,Flash Harry,General Merchandise,312,Ships in 4 - 6 work days,Lead time (imported),1,99,https://www.takealot.com/flash-harry-one-shot-10m-kit-red-5l/PLID91295542,https://media.takealot.com/covers_images/d5615fcfe5f740d3b08af40eaf099bcc/s-pdpxl.file
92829918,Cricut Everyday Iron-On 33x150cm - 1 Sheet - Navy,Cricut,Home & Kitchen,513,Ships in 4 - 6 work days,Lead time (imported),2,873,https://www.takealot.com/cricut-everyday-iron-on-33x150cm-1-sheet-navy/PLID92829918,https://media.takealot.com/covers_images/7b6b13fdcea949d1a9c16199cfe1e877/s-pdpxl.file
73063861,"CR-V 46 Piece 1/4"" Socket Set",,Fashion,122,In stock,In stock (fast),2,809,https://www.takealot.com/cr-v-46-piece-1-4-socket-set/PLID73063861,https://media.takealot.com/covers_images/0ea6ddf249f041aeb8129bed16632a4e/s-pdpxl.file
99795730,Magsafe Magnetic Phone Case Compatible With Samsung Galaxy S23,,Electronics,234,,No live offer,49,644,https://www.takealot.com/magsafe-magnetic-phone-case-compatible-with-samsung-galaxy-s23/PLID99795730,https://media.takealot.com/covers_images/2b0cd63a6e36430db1bad58e667ddaf5/s-pdpxl.file
93227864,Home Camping Propane Gas Bottle Full Cover With Drawstrings Waterproof 59cm,,Home & Kitchen,595,In stock,In stock (fast),7,673,https://www.takealot.com/home-camping-propane-gas-bottle-full-cover-with-drawstrings-wate/PLID93227864,https://media.takealot.com/covers_images/084ada659ceb430d85b6608d60e897ba/s-pdpxl.file
71034337,Large Fluffy Shag Fur Rugs,,General Merchandise,324,,No live offer,12,1249,https://www.takealot.com/large-fluffy-shag-fur-rugs/PLID71034337,https://media.takealot.com/covers_images/2e600e027e254ab39950a88c992d6e68/s-pdpxl.file
99264554,5pc Black Golf Grips,,General Merchandise,338,Ships in 14 - 16 work days,Lead time (imported),5,608,https://www.takealot.com/5pc-black-golf-grips/PLID99264554,https://media.takealot.com/covers_images/cea249fc15f14c72938bdb07d9237762/s-pdpxl.file
72148520,3 Piece Nexco Travel Luggage Bag Set,,Fashion,1499,,No live offer,44,1177,https://www.takealot.com/3-piece-nexco-travel-luggage-bag-set/PLID72148520,https://media.takealot.com/covers_images/7d25c6065e014954b8630249cd947821/s-pdpxl.file
100975324,DeepCool CG580 4F V2 ARGB ATX Gaming Chassis - White,DeepCool,Electronics,1646,Ships in 5 - 7 work days,Lead time (imported),5,4385,https://www.takealot.com/deepcool-cg580-4f-v2-argb-atx-gaming-chassis-white/PLID100975324,https://media.takealot.com/covers_images/c8868bb3da6d4a5ab794350ccd5cecb6/s-pdpxl.file
90530653,Rugs Fluffy Carpets Dark Grey Mix,,Pet Supplies,215,Ships in 4 - 6 work days,Lead time (imported),5,415,https://www.takealot.com/rugs-fluffy-carpets-dark-grey-mix/PLID90530653,https://media.takealot.com/covers_images/121af19c384146a5a3b844e054b7389e/s-pdpxl.file
100958711,392652F530 Particle Sensor Probe Particulate Sensor Compatible with Hyundai,,General Merchandise,1406,Ships in 14 - 16 work days,Lead time (imported),6,648,https://www.takealot.com/392652f530-particle-sensor-probe-particulate-sensor-compatible-w/PLID100958711,https://media.takealot.com/covers_images/e4eae2f6f8f542bb8a3cb12b00a18770/s-pdpxl.file
101696857,Self-adhesive Hidden Drawer Organizer White Desktop Storage Box for Office,,Home & Kitchen,297,Ships in 14 - 16 work days,Lead time (imported),9,930,https://www.takealot.com/self-adhesive-hidden-drawer-organizer-white-desktop-storage-box-/PLID101696857,https://media.takealot.com/covers_images/ac9209c5be9d4d349898aa061988de08/s-pdpxl.file
91039117,"3 Piece Luggage Set 26"" 22"" 18""",,General Merchandise,1499,,No live offer,36,1089,https://www.takealot.com/3-piece-luggage-set-26-22-18/PLID91039117,https://media.takealot.com/covers_images/93be04fdcc764acc875c30f29812c516/s-pdpxl.file
95938812,GALAXIA 4-Piece Hard Shell Luggage Set - Black and Spinner Wheels,GALAXIA,General Merchandise,3500,In stock,In stock (fast),5,2379,https://www.takealot.com/galaxia-4-piece-hard-shell-luggage-set-black-and-spinner-wheels/PLID95938812,https://media.takealot.com/covers_images/d7682480ccb74baba339ab940b455146/s-pdpxl.file
90194385,Embryolisse Laboratories Lait Creme Concentre - 75 ml,Embryolisse Laboratories,General Merchandise,597,In stock,In stock (fast),7,915,https://www.takealot.com/embryolisse-laboratories-lait-creme-concentre-75-ml/PLID90194385,https://media.takealot.com/covers_images/aca013ff26d44d1d856a58c705340f4e/s-pdpxl.file
91289243,Honda - Waterpump Petrol 50mm Gp160H 5Hp,HONDA,Pet Supplies,8299,Ships in 4 - 6 work days,Lead time (imported),1,103,https://www.takealot.com/honda-waterpump-petrol-50mm-gp160h-5hp/PLID91289243,https://media.takealot.com/covers_images/2b1400c04c7d44a9aa7f2a7b384544e1/s-pdpxl.file
94858745,YS-Wooden Serving Tray,,General Merchandise,278,In stock,In stock (fast),3,989,https://www.takealot.com/ys-wooden-serving-tray/PLID94858745,https://media.takealot.com/covers_images/8e7163134df84f4a9e811336678bd42e/s-pdpxl.file
97550077,Countertop Napkin Holder for Table Aluminium Serviette Holder with Base,,Home & Kitchen,424,,No live offer,25,2589,https://www.takealot.com/countertop-napkin-holder-for-table-aluminium-serviette-holder-wi/PLID97550077,https://media.takealot.com/covers_images/e72af38c237a44ddb948614a81592b0c/s-pdpxl.file
101351449,Copper Door Lock Cylinder with 3 Keys for Home Security,,General Merchandise,318,Ships in 14 - 16 work days,Lead time (imported),5,912,https://www.takealot.com/copper-door-lock-cylinder-with-3-keys-for-home-security/PLID101351449,https://media.takealot.com/covers_images/b2be57c2ec314db6b8558564b5938722/s-pdpxl.file
98946952,Laptop Sleeve Flip Type Protective Double Layer Felt Microfiber Computer,,Electronics,432,Ships in 14 - 16 work days,Lead time (imported),4,687,https://www.takealot.com/laptop-sleeve-flip-type-protective-double-layer-felt-microfiber-/PLID98946952,https://media.takealot.com/covers_images/6081eeafc8e740d1a6f288c2d8e37ec4/s-pdpxl.file
100988450,77mm ND1000 Filter Compatible With Camera,,Electronics,1564,Ships in 14 - 16 work days,Lead time (imported),5,730,https://www.takealot.com/77mm-nd1000-filter-compatible-with-camera/PLID100988450,https://media.takealot.com/covers_images/1853d3e64d2247f6837424193ac1cbd2/s-pdpxl.file
101920338,15A 6-Port Glow Car Charger QC3.0 Fast,,Electronics,339,Ships in 14 - 16 work days,Lead time (imported),6,294,https://www.takealot.com/15a-6-port-glow-car-charger-qc3-0-fast/PLID101920338,https://media.takealot.com/covers_images/b0e078fa17dd47d7addd2ef181623f82/s-pdpxl.file
